PALAVRA,SOMA_PALAVRA_ESTE,SOMA_TOTAL_ESTE,RATIO_PALAVRA_ESTE,SOMA_PALAVRA_OUTROS,SOMA_TOTAL_OUTROS,RATIO_PALAVRA_OUTROS,VEZES_MAIS_PROVAVEL_ESTE,VEZES_MAIS_PROVAVEL_OUTROS,PRESIDENTE
procurar,2.0,1994.0,10.03009,2.0,40084.0,0.49895,20.10231,0.04975,afonso-penna
procurarei,1.0,1994.0,5.01505,4.0,40084.0,0.9979,5.02558,0.19898,afonso-penna
produtividade,1.0,1994.0,5.01505,8.0,40084.0,1.99581,2.51279,0.39796,afonso-penna
produtivo,1.0,1994.0,5.01505,10.0,40084.0,2.49476,2.01023,0.49746,afonso-penna
produto,1.0,1994.0,5.01505,4.0,40084.0,0.9979,5.02558,0.19898,afonso-penna
produtor,1.0,1994.0,5.01505,5.0,40084.0,1.24738,4.02046,0.24873,afonso-penna
produtores,3.0,1994.0,15.04514,4.0,40084.0,0.9979,15.07673,0.06633,afonso-penna
produtos,7.0,1994.0,35.10532,24.0,40084.0,5.98743,5.86317,0.17056,afonso-penna
produzido,1.0,1994.0,5.01505,1.0,40084.0,0.24948,20.10231,0.04975,afonso-penna
produziram,2.0,1994.0,10.03009,1.0,40084.0,0.24948,40.20461,0.02487,afonso-penna
produção,6.0,1994.0,30.09027,37.0,40084.0,9.23062,3.25983,0.30676,afonso-penna
profissional,1.0,1994.0,5.01505,11.0,40084.0,2.74424,1.82748,0.5472,afonso-penna
profissão,1.0,1994.0,5.01505,2.0,40084.0,0.49895,10.05115,0.09949,afonso-penna
profunda,1.0,1994.0,5.01505,11.0,40084.0,2.74424,1.82748,0.5472,afonso-penna
profundo,1.0,1994.0,5.01505,8.0,40084.0,1.99581,2.51279,0.39796,afonso-penna
profícua,1.0,1994.0,5.01505,1.0,40084.0,0.24948,20.10231,0.04975,afonso-penna
programa,3.0,1994.0,15.04514,29.0,40084.0,7.23481,2.07955,0.48087,afonso-penna
progressivamente,1.0,1994.0,5.01505,3.0,40084.0,0.74843,6.70077,0.14924,afonso-penna
progresso,10.0,1994.0,50.15045,35.0,40084.0,8.73166,5.74352,0.17411,afonso-penna
promover,3.0,1994.0,15.04514,15.0,40084.0,3.74214,4.02046,0.24873,afonso-penna
promoção,1.0,1994.0,5.01505,6.0,40084.0,1.49686,3.35038,0.29847,afonso-penna
proporcionar,2.0,1994.0,10.03009,2.0,40084.0,0.49895,20.10231,0.04975,afonso-penna
proporção,2.0,1994.0,10.03009,1.0,40084.0,0.24948,40.20461,0.02487,afonso-penna
propriedade,3.0,1994.0,15.04514,3.0,40084.0,0.74843,20.10231,0.04975,afonso-penna
propósito,2.0,1994.0,10.03009,18.0,40084.0,4.49057,2.23359,0.44771,afonso-penna
prosperidade,2.0,1994.0,10.03009,19.0,40084.0,4.74005,2.11603,0.47258,afonso-penna
prosseguir,1.0,1994.0,5.01505,5.0,40084.0,1.24738,4.02046,0.24873,afonso-penna
proteção,1.0,1994.0,5.01505,11.0,40084.0,2.74424,1.82748,0.5472,afonso-penna
prova,2.0,1994.0,10.03009,4.0,40084.0,0.9979,10.05115,0.09949,afonso-penna
proveito,2.0,1994.0,10.03009,5.0,40084.0,1.24738,8.04092,0.12436,afonso-penna
proveitosa,1.0,1994.0,5.01505,2.0,40084.0,0.49895,10.05115,0.09949,afonso-penna
prover,2.0,1994.0,10.03009,6.0,40084.0,1.49686,6.70077,0.14924,afonso-penna
providências,1.0,1994.0,5.01505,12.0,40084.0,2.99371,1.67519,0.59695,afonso-penna
provocar,1.0,1994.0,5.01505,3.0,40084.0,0.74843,6.70077,0.14924,afonso-penna
prudente,1.0,1994.0,5.01505,3.0,40084.0,0.74843,6.70077,0.14924,afonso-penna
próspera,1.0,1994.0,5.01505,3.0,40084.0,0.74843,6.70077,0.14924,afonso-penna
próspero,1.0,1994.0,5.01505,2.0,40084.0,0.49895,10.05115,0.09949,afonso-penna
próximo,1.0,1994.0,5.01505,9.0,40084.0,2.24528,2.23359,0.44771,afonso-penna
publico,1.0,1994.0,5.01505,2.0,40084.0,0.49895,10.05115,0.09949,afonso-penna
puramente,1.0,1994.0,5.01505,4.0,40084.0,0.9979,5.02558,0.19898,afonso-penna
pátria,4.0,1994.0,20.06018,51.0,40084.0,12.72328,1.57665,0.63426,afonso-penna
pôr,1.0,1994.0,5.01505,7.0,40084.0,1.74633,2.87176,0.34822,afonso-penna
público,3.0,1994.0,15.04514,22.0,40084.0,5.48847,2.74122,0.3648,afonso-penna
públicos,2.0,1994.0,10.03009,17.0,40084.0,4.24109,2.36498,0.42284,afonso-penna
quadro,1.0,1994.0,5.01505,8.0,40084.0,1.99581,2.51279,0.39796,afonso-penna
quais,1.0,1994.0,5.01505,33.0,40084.0,8.23271,0.60916,1.6416,afonso-penna
quaisquer,1.0,1994.0,5.01505,9.0,40084.0,2.24528,2.23359,0.44771,afonso-penna
qualidade,1.0,1994.0,5.01505,34.0,40084.0,8.48219,0.59124,1.69135,afonso-penna
qualquer,4.0,1994.0,20.06018,32.0,40084.0,7.98324,2.51279,0.39796,afonso-penna
quanto,5.0,1994.0,25.07523,54.0,40084.0,13.47171,1.86132,0.53725,afonso-penna
quase,2.0,1994.0,10.03009,26.0,40084.0,6.48638,1.54633,0.64669,afonso-penna
queixas,2.0,1994.0,10.03009,2.0,40084.0,0.49895,20.10231,0.04975,afonso-penna
quer,5.0,1994.0,25.07523,33.0,40084.0,8.23271,3.0458,0.32832,afonso-penna
querida,1.0,1994.0,5.01505,1.0,40084.0,0.24948,20.10231,0.04975,afonso-penna
